geneid	Genomic	RNA1	RNA2	H3K4me3	H3K36me3	H3K56ac	H3K27me3	ATAC	Promoter_ATAC	Promoter_H3K4me3	Promoter_H3K36me3	Promoter_H3K56ac	Promoter_H3K27me3	UP_ATAC	UP_H3K4me3	UP_H3K36me3	UP_H3K56ac	UP_H3K27me3	DOWN_ATAC	DOWN_H3K4me3	DOWN_H3K36me3	DOWN_H3K56ac	DOWN_H3K27me3	DOWN_ATAC_cov	UP_ATAC_cov	ATAC_cov	Promoter_ATAC_cov	DOWN_Meth_cov	UP_Meth_cov	Promoter_Meth_cov	Meth_cov	DOWN_Genomic_cov	UP_Genomic_cov	DOWN_H3K27me3_cov	UP_H3K27me3_cov	H3K27me3_cov	Promoter_H3K27me3_cov	DOWN_H3K36me3_cov	UP_H3K36me3_cov	H3K36me3_cov	Promoter_H3K36me3_cov	DOWN_H3K4me3_cov	UP_H3K4me3_cov	H3K4me3_cov	Promoter_H3K4me3_cov	DOWN_H3K56ac_cov	UP_H3K56ac_cov	H3K56ac_cov	Promoter_H3K56ac_cov	RNA1_cov	RNA2_cov	gene_body_meth	promoter_meth	UP_meth	DOWN_meth	HAP1_promoter_del	HAP2_promoter_del	dn_ds_hap1	dn_ds_hap2	RNA_BOTH	RNA_cov_both
FAIR_017707-T1	0.13422094	-0.655470476	-0.881605299	-0.205318908	0.060541542	-1.447458977	0.459431619	-0.336596145	-0.462343214	2.584962501	0.137503524	-3.087462841	1	-0.229481846	-0.00965017	-0.289506617	-0.088809267	0	NA	NA	NA	NA	NA	NA	4.959684493	3.720278465	2.641546029	NA	-5.967211042	-2.82259993	-3.483382074	NA	4.369057617	NA	0.83991456	1.220329955	0.565597176	NA	2.444542049	2.310340121	0.604071324	NA	2.562511422	2.367371066	0.5360529	NA	2.458792257	1.531069493	0.757023247	4.371387856	4.334086547	0.017921908	0.230297619	0.862496476	NA	0	0	1	0	-0.768537888	4.352737201
FAIR_017708-T1	-0.338256265	-1.665143512	-1.6182606	-0.201207091	-0.574908836	-0.790281409	0.415037499	-0.075381812	0.252118628	-0.180572246	0	0	NA	-0.130941478	0.078002512	-0.211504105	-0.224560258	0.847996907	-0.229481846	-0.00965017	-0.289506617	-0.088809267	0	4.959684493	5.022660841	4.204766751	5.228433921	-5.967211042	-5.220162188	-4.453463296	-7.941087964	4.369057617	3.92816183	0.83991456	0.414292281	0.82374936	0.475084883	2.444542049	1.518605385	2.914564523	1.176322773	2.562511422	1.978869137	3.203201156	1.531069493	2.458792257	1.778912707	2.780310099	1.673556424	8.13480229	8.206134389	0	0	0.321928095	0.862496476	0	0	-0.584962501	-0.415037499	-1.641702056	8.170468339
FAIR_017719-T1	-0.139241262	-0.25541391	-0.461297884	-0.147604114	-0.080007648	-0.237039197	0.011681805	-0.099892291	0.980891177	-0.2410081	0.169925001	-1.485426827	0.807354922	0.602664502	-0.310340121	0.932885804	-1.459431619	0.807354922	0.417120814	-0.640457613	0.334419039	-0.523561956	0.263034406	4.198655058	3.986464627	3.451540833	3.904002316	-4.034707872	-2.747411756	-1.918949168	-2.684557167	3.001799994	2.86713668	0.447651311	0.466786319	1.150559677	0.565597176	1.694287653	1.265509786	3.061776198	1.14404637	2.201770209	1.681305077	2.324810603	1.432959407	1.308178848	1.001980983	1.438292852	0.941106311	5.289535355	5.276280226	-0.269115904	-0.514573173	-0.469485283	-0.387023123	0	0	0.070389328	-1.321928095	-0.358355897	5.282907791
FAIR_017722-T1	-0.234121714	-1.92330111	-1.665706911	-0.167599948	-0.713118852	-0.570012159	0.744161096	-0.532577921	-0.700439718	0.584962501	-0.192645078	0.777607579	1.169925001	-1.400087158	-0.415037499	0	-2.321928095	2.321928095	NA	NA	NA	NA	NA	NA	4.957914599	3.716990894	3.347665656	NA	-3.692412335	-2.585994782	-3.118791023	NA	4.418864577	NA	0.773996325	1.50589093	1.350497247	NA	0.641546029	2.207892852	1.545968369	NA	1.244887059	3.077242999	1.959770155	NA	0.545968369	2.615887074	1.5360529	4.876919338	4.888213237	-0.511500339	NA	-0.362570079	NA	0	0	-2.321928095	0.415037499	-1.794504011	4.882566287
FAIR_017726-T1	-0.316184112	0.664296526	0.322736101	0.329307625	0.08246216	1.509013647	-0.700439718	-0.094327383	0.019628807	0.691877705	0.152003093	1.632268215	1.362570079	0.010416616	0.830074999	0.736965594	1.906890596	2.087462841	NA	NA	NA	NA	NA	NA	4.578938713	3.690417096	4.378511623	NA	-9.965784285	-3.621095047	-3.530963696	NA	4.405311683	NA	1.111031312	2.698218478	1.028569152	NA	0.815575429	2.124328135	1.007195501	NA	1.09085343	4.026800059	1.521050737	NA	1.604071324	2.488000771	1.176322773	7.216321816	7.213483067	-0.847996907	0	0	NA	0	0	0	0.584962501	0.493516314	7.214902442
FAIR_017730-T1	0.049267545	0.54919137	0.534090171	-0.100694	-0.125530882	0.070389328	0.874469118	-0.059501012	-0.343484238	-0.321928095	1.662965013	0	0	0.027221469	-1.321928095	0.874469118	NA	-2	0.027221469	-1.321928095	0.874469118	NA	-2	4.681449265	4.681449265	3.832890014	3.918386234	-8.60823228	-8.60823228	-4.791083261	-3.40796216	3.878725341	3.878725341	0.739848103	0.739848103	0.941106311	0.739848103	1.86393845	1.86393845	2.384049807	1.339137385	1.59454855	1.59454855	2.367371066	1.344828497	0.731183242	0.731183242	1.526068812	0.963474124	5.35922898	5.296077682	-0.338416218	2.459431619	0	0	0	0	-1.321928095	-2.169925001	0.54164077	5.327653331
FAIR_017735-T1	0.093109404	0.84304089	0.79928952	0.034765418	-0.378511623	0.443606651	-0.144389909	0.296981738	-0.479743189	0.961525852	-0.530514717	0.665580961	0	-0.266514975	1	0.192645078	0.874469118	-0.321928095	-0.266514975	1	0.192645078	0.874469118	-0.321928095	4.200849575	4.200849575	3.524815928	3.977279923	-2.356604181	-2.356604181	-3.214745297	-9.965784285	3.495695163	3.495695163	0.713695815	0.713695815	1.895302621	0.847996907	1.10433666	1.10433666	1.918386234	0.97819563	1.871843649	1.871843649	3.070389328	1.63691458	1.807354922	1.807354922	3.246408087	2	7.769678416	7.699823938	NA	0	-0.353636955	-0.353636955	0	0	0.584962501	-1	0.821165205	7.734751177
FAIR_017754-T1	-0.127216414	-0.029765943	0.013063542	0.039528364	0.144389909	0.178970141	-1	-0.082812882	-0.897430266	-1	-0.652076697	-0.469485283	-1.169925001	-0.053439259	0.700439718	0.263034406	-0.658963082	2	0.155428181	-0.065095028	-0.836501268	0.37036845	0.169925001	4.941575862	4.728946714	4.363171077	2.735522177	-4.154988922	-4.33755992	-3.298064	-4.043476418	4.277240898	3.561388119	0.704871964	0.378426252	0.910732662	0.464668267	1.752748591	1.075279838	2.698218478	0.765534746	2.160274831	1.840814585	2.618238656	1.459431619	1.59454855	1.225770417	1.859969548	1.056583528	6.983661283	6.981277386	-0.490986353	0.584962501	-1	-0.540568381	0	0	0	0	-0.0083512	6.982469335
FAIR_017755-T1	0.095507331	0.208250475	0.228010231	0.237039197	-0.123871658	-0.575502171	0.584962501	0.066451649	0.433896527	0.152003093	-0.169925001	-0.777607579	NA	-0.053439259	0.700439718	0.263034406	-0.658963082	2	0.062464087	0	0.263034406	-0.658963082	NA	4.653633311	4.728946714	3.933572638	3.932628157	-4.346564977	-4.33755992	-3.199036008	-2.630266272	3.663344619	3.561388119	0.50589093	0.378426252	0.97819563	0.201633861	1.887525271	1.075279838	3.012568674	0.782408565	2.150559677	1.840814585	2.9202933	0.807354922	2.451540833	1.225770417	2.140778656	1.531069493	6.719974764	6.639805348	0.008037319	-3.765534746	-1	-1	0	0	-1.584962501	1.222392421	0.218130353	6.679890056
FAIR_017757-T1	-0.034765418	3.392317423	3.354842717	0.696607857	0.584962501	2.247927513	-0.459431619	0.330148602	0.614709844	0.2410081	-1.584962501	0	2	NA	NA	NA	NA	NA	-0.186413124	-0.263034406	0.485426827	-0.584962501	-0.263034406	4.375734539	NA	3.440952198	3.687060688	-8.892970889	NA	-2.175996591	-3.325721386	4.71259578	NA	1.232660757	NA	1.575312331	0.839959587	1.475084883	NA	1.713695815	1.475084883	1.280956314	NA	3.142413438	1.495695163	1.974529312	NA	2.372952098	1.195347598	3.547041452	3.847397736	-0.502500341	-1	NA	1	0	0	2.584962501	0.584962501	3.37358007	3.697219594
FAIR_017765-T1	0.210767096	-0.37782642	-0.395492669	-0.106915204	1.669851398	0.187627003	0.662965013	-0.002644721	0.089730161	0.211504105	-1.137503524	-0.497499659	-0.807354922	0.118962832	-0.299560282	-1.054447784	-0.044394119	-0.607682577	0.137503524	-0.362570079	0.209453366	0.190683562	-0.584962501	4.903830393	4.858824932	4.975905274	5.11727946	-3.77662918	-3.904356317	-5.931514383	-3.618366819	4.296371597	4.018816304	1.471264661	1.371261838	1.687060688	1.933572638	1.168020732	1.112328867	1.150559677	1.411426246	1.991513056	1.997244607	2.40053793	2.94673086	2.018060843	2.423096205	2.464668267	3.132576843	6.957216631	6.991252054	-0.163498732	1.584962501	-1.450661409	-1.090197809	0	0	-0.415037499	-2	-0.386659544	6.974234342
FAIR_017768-T1	0.157541277	0.476214837	0.834362357	0	-0.165059246	0.359542387	0.514573173	-0.137973534	0.710493383	0.125530882	-0.459431619	1.146841388	-0.584962501	0.148445274	-0.485426827	-2	-1.070389328	-0.678071905	-0.072756342	0.424497829	0.137503524	1.280107919	1.874469118	4.912170803	4.756489607	4.561326136	3.207892852	-3.391105617	-3.851690526	-3.230017567	-5.619018277	4.209453366	3.475084883	0.948600847	0.757023247	1.350497247	1.35614381	1.50589093	0.925999419	1.731183242	1.49057013	2.253989266	1.049630768	2.942983598	1.599317794	1.673556424	1.765534746	2.336283388	1.333423734	4.422303041	4.462559324	0	-1.415037499	-0.906890596	NA	0	0	-0.415037499	-1.321928095	0.655288597	4.442431182
FAIR_017773-T1	0.024813549	0.908406828	0.730633345	0.312384322	0.115477217	0.459431619	0.449802917	0.213798194	0.079999322	0.556393349	0.289506617	0.719892081	2.807354922	-0.04761802	-0.884522783	-0.125530882	-0.540568381	1.137503524	-0.109763566	-1.321928095	1	0.925999419	2.807354922	5.066827996	5.018938181	3.928844037	4.707082992	-3.396949824	-3.357370789	-2.725102253	-2.988992683	3.848888647	4.091602061	0.520831766	0.663786202	1.007195501	0.5360529	1.542355305	1.406803387	2.963474124	0.970853654	1.588759601	1.810562927	2.950468414	1.659924558	1.685883967	1.594160896	2.324810603	1.480265122	4.25751308	4.343627709	-0.520390499	-0.03562391	-0.387023123	-0.777607579	0	0	-1.584962501	-2.321928095	0.819520087	4.300570395
FAIR_017774-T1	-0.045405979	0.72357943	0.77463385	-0.187423592	-0.279737285	-0.187085553	0.176877762	0.243669081	-0.497212012	0.247927513	0.700439718	-0.137503524	-0.321928095	-0.454417032	0.129283017	0.925999419	-0.854149134	1.736965594	-0.161463423	0.263034406	0.485426827	-0.792195115	0.540568381	4.669395463	5.159891034	3.870857864	4.71918344	-5.194425451	-6.408711802	-3.451740925	-3.631773292	4.087505075	4.435542943	0.782765294	0.596033942	1.03562391	0.485426827	1.438377534	1.671056896	2.851998837	1.526068812	1.647807417	1.921946711	2.589763487	1.3950628	1.69595763	1.916971272	2.257010618	1.565597176	5.269121419	5.302108436	-0.685566442	0.080170349	0.415037499	-0.05246742	0	0	1.584962501	-0.222392421	0.74910664	5.285614927
FAIR_017776-T1	0.103747925	0.076002934	0.034649445	0.03562391	0.008014993	0.674361586	0.172467196	-0.05934801	-0.598637438	-0.35614381	-0.118644496	-0.485426827	-1.459431619	NA	NA	NA	NA	NA	0.321110472	-0.0489096	0.099535674	-0.584962501	0.093109404	4.91103013	NA	3.56315813	3.321928095	-3.96723742	NA	-3.553322365	-3.655723809	4.129010915	NA	0.95049618	NA	0.871843649	1.280956314	1.157130738	NA	2.648465443	2.748461233	1.506597121	NA	2.657640005	2.364572432	1.824025606	NA	1.82374936	1.622930351	4.501582492	4.397562935	-0.342003872	1.754887502	NA	0.334419039	0	0	0	-0.222392421	0.05532619	4.449572714
FAIR_017777-T1	0.341902795	-1.633744874	-1.362570079	-0.135883428	0	0.333423734	0	-0.313964717	-0.440572591	0.247927513	-0.212993723	0.632268215	-0.584962501	0.390891412	0.321928095	-0.736965594	-0.830074999	0.700439718	NA	NA	NA	NA	NA	NA	4.997292408	3.109360559	3.303050085	NA	-3.953200773	-4.704486666	-2.862711265	NA	4.040015679	NA	0.82374936	1.286881148	0.622930351	NA	1.292781749	2.817623258	2.891419187	NA	1.744161096	2.646162657	3.430285273	NA	1.752748591	1.495695163	2.555816155	4.692689387	4.629331026	0.364411426	NA	0.777607579	NA	0	0	0	-0.415037499	-1.498157477	4.661010206
FAIR_017789-T1	0.01267383	0.441008078	0.595416858	-0.164630702	-0.833350131	0.621488377	-0.716207034	0.089399085	0.192645078	0.425305835	-0.362570079	-1.125530882	3	0.435584877	0.229481846	0.263034406	1.146841388	2	0.435584877	0.229481846	0.263034406	1.146841388	2	3.909773104	3.909773104	4.00270252	3.418189948	-5.559655828	-5.559655828	-3.140176358	-5.093711186	2.901108243	2.901108243	0.475084883	0.475084883	1.14404637	0.704871964	1.859969548	1.859969548	2.771885579	1.286881148	2	2	3.171527106	1.464668267	1.735522177	1.735522177	2.080657663	1.007195501	6.476405057	6.485542918	-0.316857105	0.362570079	0	0	0	0	-1	-0.584962501	0.518212468	6.480973987
FAIR_017802-T1	0.206258889	0.64686494	0.427110332	0.183711953	0.500898236	0.37036845	-1.121990524	0.058245141	-0.410088283	-0.183711953	-0.130060541	-0.725825037	-0.131244533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.385431037	3.171527106	NA	NA	-2.724840878	-3.641500602	NA	NA	NA	NA	0.97819563	1.584962501	NA	NA	2.448900951	3.577730931	NA	NA	1.981852653	3.331991778	NA	NA	1.40053793	2.066950244	4.851152576	4.893902958	-0.35614381	0.434402824	NA	NA	0	0	2.807354922	1	0.536987636	4.872527767
FAIR_017804-T1	0.078474058	0.825321469	0.646480735	0.168453614	-0.091147888	-0.228268988	-0.519374159	0.105794664	-0.263034406	0.584962501	-0.387023123	3.807354922	1.584962501	NA	NA	NA	NA	NA	-0.374395515	1.087462841	0	-1.137503524	-0.485426827	4.788163657	NA	3.508428653	2.286881148	-5.429042798	NA	-3.402439356	-4.542560531	4.919340082	NA	1.427606173	NA	1.14404637	0.378511623	1.599317794	NA	2.782408565	1.084064265	1.98550043	NA	3.075532631	1.124328135	1.40053793	NA	2.370164281	0.659924558	5.141905589	5.198552072	-0.669851398	-0.313157885	NA	0	0	0	1.415037499	-0.415037499	0.735901102	5.17022883
FAIR_017805-T1	-0.081414832	1.100830441	0.851274164	0.292026609	0.285157217	0.255654875	-0.269186633	0.096676019	-0.033166864	0.736965594	-0.469485283	4	1.584962501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.589763487	2.859969548	NA	NA	-3.2820483	-3.330312228	NA	NA	NA	NA	1.117695043	0.378511623	NA	NA	2.584962501	0.963474124	NA	NA	2.726831217	0.86393845	NA	NA	2.204766751	0.773996325	4.501362191	4.511902712	-1.189033824	-0.313157885	NA	NA	0	0	0	0	0.976052303	4.506632452
FAIR_017806-T1	-0.072469638	0.703713788	1.003275132	-0.205469118	0.291048782	0.048094288	0.662965013	0.325670497	-0.277533976	-0.378511623	0.678071905	0.628031223	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.451540833	3.173127433	NA	NA	-3.443626866	-2.240151774	NA	NA	NA	NA	1.310340121	0.411426246	NA	NA	2.482848283	0.992768431	NA	NA	2.596935142	1.244887059	NA	NA	1.925999419	1.150559677	4.26759737	4.221962768	-0.508611615	-0.530514717	NA	NA	0	0	-1.584962501	-2.584962501	0.85349446	4.244780069
FAIR_017811-T1	0.102421065	0.6631801	0.633677786	0.220125814	0.166358386	0.360589715	0.056583528	0.125530882	-0.099535674	-0.255257055	-0.485426827	0.459431619	-1.169925001	NA	NA	NA	NA	NA	0.439285046	0.415037499	0.540568381	-0.070389328	0.415037499	4.421559945	NA	3.452858965	3.901108243	-9.965784285	NA	-4.08103114	-3.251298319	4.141596278	NA	0.678071905	NA	1.438292852	1.550900665	2.40053793	NA	2.970853654	2.163498732	2.817623258	NA	2.837943242	2.639232163	2.516015147	NA	1.956056652	2.584962501	4.574780687	4.444068383	-1.289506617	0.280107919	NA	0	0	0	-1.321928095	-2	0.648428943	4.509424535
FAIR_017817-T1	0.570089224	0.101086125	0.447458977	-0.073248982	-0.148098639	0.378511623	0.415037499	-0.661198087	0	0	2	0.415037499	-2.807354922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.019701914	2.384049807	NA	NA	-2.11106839	-3.469247646	NA	NA	NA	NA	1.056583528	0.411426246	NA	NA	3.215678597	1.056583528	NA	NA	3.396433531	1.448900951	NA	NA	2.94673086	0.687060688	4.025654277	4.277812964	0	1	NA	NA	0	0	-1.584962501	0.584962501	0.274272551	4.15173362
FAIR_017822-T1	-0.00737953	0.669763319	0.630354404	0.196142522	0.30991113	0.280107919	-0.404390255	-0.14910653	0.0847422	0.058893689	0.652076697	-0.08246216	1	0.0847422	0.058893689	0.652076697	-0.08246216	1	0.0847422	0.058893689	0.652076697	-0.08246216	1	5.083213368	5.083213368	3.407352751	5.010779839	-5.134550652	-5.134550652	-4.920974503	-2.607805815	4.37920506	4.37920506	0.831877241	0.831877241	0.887525271	0.790772038	1.59454855	1.59454855	2.698218478	1.794935663	2.014355293	2.014355293	2.629939409	2.039138394	1.500802053	1.500802053	1.687060688	1.655351829	5.209676835	5.220818648	-0.346090146	-0.415037499	-0.415037499	-0.415037499	0	0	1.874469118	-1.137503524	0.650058861	5.215247741
FAIR_017838-T1	0.110360447	0.681003067	0.759201174	0.166897309	-0.238512087	0.632268215	0.502500341	-0.022542569	0.344828497	0.074000581	1.137503524	-0.847996907	0.321928095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.527320608	3.847996907	NA	NA	-3.858149728	-2.659435846	NA	NA	NA	NA	1.021479727	1.077242999	NA	NA	3.121015401	1.974529312	NA	NA	3.078951341	1.891419187	NA	NA	1.718087584	1.244887059	6.058992477	6.165694391	0.282730207	0	NA	NA	0	0	0	-0.584962501	0.720102121	6.112343434
FAIR_017842-T1	-0.076325634	0.6074699	0.645483392	-0.499571009	0.162105497	0.415037499	0.125530882	0.387770634	0.181606806	0.160464672	0.341036918	-0.652076697	1.378511623	0.499101764	0.263034406	0	-1	0.736965594	0.499101764	0.263034406	0	-1	0.736965594	4.9795681	4.9795681	3.713695815	3.617063344	-9.965784285	-9.965784285	-4.417382541	-3.927002525	4.867402306	4.867402306	1.15704371	1.15704371	1.042644337	1	2.582556003	2.582556003	3.327687364	1.565597176	2.873813198	2.873813198	2.901108243	1.883620816	1.575312331	1.575312331	1.622930351	1.232660757	6.179041179	6.144056284	0.334419039	0.584962501	0	0	0	0	1.321928095	0	0.626476646	6.161548732
FAIR_017846-T1	0.11501666	0.297211521	0.459586822	-0.025995209	0.341036918	0.155278225	0.061400545	-0.071790683	0.600904045	0.584962501	0.584962501	1.263034406	-0.415037499	0.543621705	-0.736965594	-0.530514717	-1	1.584962501	NA	NA	NA	NA	NA	NA	4.680886921	3.61117238	3.785550552	NA	-3.823747476	-2.491055719	-2.710876587	NA	4.283180979	NA	1.263034406	1.042644337	0.731183242	NA	1.550900665	2.87774425	1.361768359	NA	1.182692298	2.739848103	1.765534746	NA	1.757023247	1.641546029	1.713695815	6.544289352	6.576045078	-0.989352756	-1.023083613	1	NA	0	0	-2	-0.584962501	0.378399172	6.560167215
FAIR_017847-T1	0.22778094	0.003602237	0.080364566	0.204981738	-0.110703464	0.652076697	-0.255257055	-0.374195405	0.584962501	1	-0.678071905	3.807354922	NA	0.543621705	-0.736965594	-0.530514717	-1	1.584962501	NA	NA	NA	NA	NA	NA	4.680886921	3.481557281	1.952333566	NA	-3.823747476	-3.238595418	-2.942825032	NA	4.283180979	NA	1.263034406	1.310340121	0.111031312	NA	1.550900665	2.924099886	0.298658316	NA	1.182692298	2.608809243	0.622930351	NA	1.757023247	1.879705766	0.422233001	6.435917218	6.357814465	-0.356792358	-1.642106408	1	NA	0	0	0	-0.584962501	0.041983401	6.396865842
FAIR_017849-T1	0.198779864	0.163790215	0.160464672	-0.606988807	0.443606651	0.111031312	-0.222392421	0.128897733	-0.514573173	0.662965013	-0.106915204	1.206450877	-0.347923303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.683696454	3.627606838	NA	NA	-3.717243038	-2.13214782	NA	NA	NA	NA	0.765534746	0.90303827	NA	NA	2.622930351	1.257010618	NA	NA	3.297191417	1.650764559	NA	NA	2.771885579	1.700439718	6.551272086	6.592689186	0.591535155	0.378511623	NA	NA	0	0	-0.736965594	-0.415037499	0.162127444	6.571980636
FAIR_017855-T1	-0.324063839	0.420173479	0.516806015	-0.096676019	0	0.064705689	-1.169925001	0.287878477	0.429167828	0.160464672	1.321928095	0.678071905	-2	-0.055282436	0.520832163	0.925999419	0.518467089	0	0.237423762	-0.009460329	0.243925583	0.310021328	-1.160464672	5.045612174	5.300622523	5.163901214	5.622637567	-4.490597785	-4.404885205	-3.963319366	-4.133810917	4.000474011	4.199177751	0.6887297	0.682398261	0.432959407	0.622930351	1.094537389	1.007124079	1.09085343	1	2.203811837	1.611649487	3.277984747	1.937344392	2.305144345	1.879002314	3.588564737	2.440952198	8.176657761	8.13824489	0.2410081	0.765534746	0.436099115	0.362570079	0	0	1	2.321928095	0.468489747	8.157451325
FAIR_017858-T1	-0.02118533	-0.30949945	-0.557003525	0.099535674	-0.235155373	0.127379306	-0.444784843	0.099535674	0.518467089	-1.115477217	1.807354922	-1.584962501	-0.485426827	NA	NA	NA	NA	NA	0.946670498	-1.514573173	0	2	1.321928095	4.221103725	NA	3.416839742	2.528571319	-2.832801537	NA	-3.587584465	-4.086117323	3.269033146	NA	1.056583528	NA	1.438292852	0.613531653	0.831877241	NA	3.286881148	0.641546029	1.182692298	NA	2.918386234	1.169925001	1.416839742	NA	1.895302621	0.411426246	5.862181062	5.853075869	0.450661409	-0.924051147	NA	-1.058893689	0	0	NA	NA	-0.433251488	5.857628466
FAIR_017862-T1	-0.065588342	-1.212900972	-1.254945586	-0.339486466	0	0.266514975	0.222392421	0.105353	-1.101879614	-1.473931188	-4	1.192645078	-1.415037499	-0.931981577	-0.321928095	-1.321928095	0.362570079	1	NA	NA	NA	NA	NA	NA	4.645586386	3.634593268	3.381283373	NA	-3.340679022	-3.100095823	-4.271003327	NA	4.095080492	NA	0.713695815	0.948600847	0.815575429	NA	1.992768431	2.937344392	1.14404637	NA	2.066950244	3.234194723	1.480265122	NA	1.550900665	2.782408565	1.389566812	5.6957697	5.603638425	1.222392421	-0.309684499	-0.607682577	NA	0	0	0.321928095	-1.321928095	-1.233923279	5.649704062
FAIR_017871-T1	0.116813665	-0.501540327	-0.480233174	-0.314873337	-0.403355694	0.026967048	-0.192645078	-0.103287808	-0.777607579	-1.736965594	2.321928095	1.807354922	-2	0.11189288	0.847996907	2.807354922	-0.192645078	-0.584962501	-0.050626073	-0.621488377	0.514573173	-0.341036918	-1.736965594	4.837438715	3.434294618	4.653633311	2.935459748	-1.934198894	-7.518403934	-1.707933891	-9.965784285	4.432291338	1.967168608	0.678071905	0.263034406	0.815575429	0.475084883	1.722466024	0.298658316	2.286881148	1.275007047	2.739848103	1.10433666	3.498250868	0.97819563	2.319039816	0.831877241	3.539779192	1.070389328	7.927165664	7.97448885	NA	NA	2.807354922	-1.192645078	0	0	-0.222392421	-1	-0.49088675	7.950827257
FAIR_017874-T1	0.057610723	-1.931276115	-1.885785736	-0.044394119	0	-1.222392421	-0.807354922	-0.168397532	0.025090981	0.392317423	-0.652076697	1.321928095	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	4.500164679	4.500164679	3.739848103	3.584962501	NA	NA	-5.438117456	-3.815536138	4.178714641	4.178714641	0.137503524	0.137503524	1.028569152	0.704871964	1.028569152	1.028569152	1.709290636	1.049630768	1.275007047	1.275007047	2.625270489	1.59454855	0.847996907	0.847996907	1.914564523	1.007195501	7.328735981	7.225424312	0.263034406	-0.415037499	NA	NA	0	0	-1.321928095	-0.415037499	-1.908530925	7.277080147
FAIR_017875-T1	-0.332319701	-0.117864169	0.036427058	-0.213403638	-0.172946353	-0.173331603	-1.321928095	-0.298695789	-2.794415866	0.222392421	0	-2	-1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	4.500164679	NA	3.682573297	3.910732662	NA	NA	-3.172842639	-3.40015881	4.178714641	NA	0.137503524	NA	1.063502942	0.748461233	1.028569152	NA	2.746312766	1.298658316	1.275007047	NA	2.702657543	0.97819563	0.847996907	NA	2.46727948	1.176322773	5.076802171	4.961719401	-0.247927513	-1.078002512	NA	NA	0	0	0	-0.263034406	-0.040718556	5.019260786
FAIR_017876-T1	0.193075412	-1.888209175	-1.424026283	-0.169925001	-0.774118593	-0.287802311	0.925999419	-0.836113915	-1.411813598	1.341036918	0.943416472	-0.563900885	-0.234465254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.952333566	3.618238656	NA	NA	-2.282162662	-2.526584529	NA	NA	NA	NA	1.40053793	1.117695043	NA	NA	2.912649865	1.232660757	NA	NA	3.588564737	1.480265122	NA	NA	2.680324357	1.86393845	5.476791844	5.511987253	-0.180572246	-0.286304185	NA	NA	0	0	-0.485426827	0	-1.656117729	5.494389548
FAIR_017886-T1	0.297617363	1.630613613	1.055444327	0	0.303392143	-0.230780207	-0.409644241	0.049803556	0.189824559	-0.784271309	-0.328622747	0.192645078	-0.321928095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09423607	3.285402219	NA	NA	-3.72205758	-3.611455717	NA	NA	NA	NA	1.070389328	1.063502942	NA	NA	2.260025656	2.855989697	NA	NA	1.757023247	1.669026766	NA	NA	1.327687364	0.970853654	3.119995589	3.06627115	-0.041579104	-1.750021747	NA	NA	0	0	0	1.115477217	1.34302897	3.093133369
FAIR_017887-T1	-0.081004156	1.134649527	1.299560282	-0.094215342	0.346802764	0.502500341	1.155278225	0.030057234	-0.203533394	-0.178337241	0.543142325	-1.103093493	0.415037499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9800253	2.411426246	NA	NA	-4.648816916	-3.86553237	NA	NA	NA	NA	0.879705766	0.815575429	NA	NA	3.007195501	1.895302621	NA	NA	2.336283388	2.327687364	NA	NA	1.257010618	1.575312331	1.763225728	1.924026076	-1.056143078	0.321928095	NA	NA	0	0	0	-0.847996907	1.217104904	1.843625902
FAIR_017888-T1	-0.104035572	0.234776146	0.103918951	-0.242976753	0.203359229	-0.431339312	-0.874469118	0.302819272	0.027480736	0.164386818	-0.220125814	0	0.099535674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.231125158	3.137503524	NA	NA	-3.143954923	-3.223586057	NA	NA	NA	NA	1.163498732	1.056583528	NA	NA	2.809414444	3.463360886	NA	NA	2.416839742	3.679198571	NA	NA	1.622930351	1.871843649	3.473621106	3.403309423	0.356391504	0.247927513	NA	NA	0	0	1.415037499	3.169925001	0.169347549	3.438465265
